Identifiant,Nom,Description,Tag 1,Tag 2,Tag 3,Latitude,Longitude,N° et nom de rue,CP,Ville,Année de création,Url site web,Email,Nom compte Twitter,Url page Facebook,Url page Google +,Url page Linkedin,Url page Viadeo,Catégorie
core-techs,Core-Techs,"Core-Techs est spécialisée dans les technologies Open Source : elle propose des services de développement / intégration, et édite notamment Quotero, une solution de gestion documentaire.",,,,48.888908,2.39353,218 avenue Jean Jaurès,75019,Paris,,http://www.core-techs.fr,,core_techs,https://www.facebook.com/pages/Core-Techs/321845547937,,,,Entreprise
corporama,Corporama,Corporama propose des solutions de veille et de prospection pour l'intelligence commerciale et édite corporama.com une plateforme de diffusion d'informations sur les entreprises.,,,,48.865749,2.39198,14 rue du Soleillet,75020,Paris,2010,http://www.corporama.com,,corporama,https://www.facebook.com/servicescorporama,,http://www.linkedin.com/company/corporama,,Entreprise
cosmonautica,Cosmonautica,"Cosmonautica est un atelier d'impression 3D qui propose des solutions de scanning, de modélisation et de matérialisation d'objets en 3 dimensions.",,,,48.863979,2.35198,8 rue du Bourg l'Abbé,75003,Paris,2011,http://www.cosmonautica.com,,,,,,,Entreprise
costockage,Costockage,"Mise en relation de particuliers avec de l'espace disponible pour du stockage (cave, garage, chambre inutilisée) avec leurs voisins en quête d'un espace de stockage temporaire. Assurance comprise.",,,,48.84343492400046,2.2795549810004445,Rue Emmanuel Chauvière,75015,,2012,http://www.costockage.fr,adamlz@costockage.fr,costockage,https://www.facebook.com/costockage,https://plus.google.com/114938054793007941883/posts,http://www.linkedin.com/company/costockage,,Entreprise
creads,Creads,"Creads est une agence participative spécialisée dans la création de noms, logos, webdesign, print qui s'appuie sur le talent des membres de sa plateforme communautaire.",,,,48.867641,2.34602,112 rue reaumur,75002,Paris,2008,http://www.creads.org,,creads,https://www.facebook.com/creads,https://plus.google.com/+creads,http://www.linkedin.com/company/336973,,Prestataire
creagile,CREAgile,"Créativité et agilité: conseil et coaching par ateliers pour équipes dirigeantes/projets: business model, collaboration, teambuilding, résolution de problèmes, co-conception clients, feedback, planification. Scrum, Lean, Gamestorming.",,,,48.83834607500046,2.2429721770004107,20 rue de la Belle Feuille 92100 Boulogne-Billancourt,,,2013,http://www.creagile.fr,contact@creagile.fr,creagile,,,http://www.linkedin.com/in/raphaelgoumot,,Prestataire
creaktif,Creaktif,"Creaktif est un studio de création numérique, spécialisé dans la création de sites web, d'applications mobile et tablette, applications facebook, serious game, motions, et d'installations interactive.",,,,48.8679,2.351414,3 rue d'Alexandrie,75002,Paris,2010,http://www.creaktif.com,,creaktif,https://www.facebook.com/creaktifagency,,http://www.linkedin.com/company/creaktif,,Prestataire
creatis,Creatis,"Creatis, résidence d’entrepreneurs culturels, hébergée à la Gaîté Lyrique est une plateforme consacrée à l’entrepreneuriat et à l’innovation dans les champs culturels.",,,,48.866852,2.35385,3 rue Papin,75003,Paris,,http://www.residencecreatis.fr,,,,,,,Incubateur
creative-valley,Creative Valley,"En partenariat avec Epitech, Creative Valley est un incubateur de startups et une résidence pour les entreprises établies et spécialisées dans les technologies de l'information et de la communication.",,,,48.80925,2.36479,11 rue Carnot,94270,Le Kremlin Bicêtre,2011,http://www.creative-valley.fr,,CreativeValley_,https://www.facebook.com/incubateur.creative.valley,,,,Incubateur
cristaldata,Cristaldata,"Cristaldata est une société de produits et de services informatiques spécialisée dans le conseil, le développement et l'intégration de solutions logicielles avec une forte expérience dans le domaine de la santé.",,,,48.694481,2.06706,102 route de limours,78470,Saint Rémy-lès-Chevreuse,2004,http://www.cristaldata.fr,,TwittCristal,,,http://www.linkedin.com/company/1099307,,Entreprise
criteo,Criteo,Criteo fournit des solutions pour améliorer la performance de l'affichage publicitaire.,,,,48.878891,2.33149,32 rue Blanche,75009,Paris,2005,http://www.criteo.com,,criteo,https://www.facebook.com/GoCriteo,,http://www.linkedin.com/company/37209,,Entreprise
cup-of-teach,Cup of Teach,Cup of Teach est une université communautaire qui propose des ateliers collectifs uniques et originaux entre particuliers.,,,,48.84001,2.224425,55 quai Alphonse le Gallo,92100,Boulogne Billancourt,2012,http://www.cupofteach.com,,cupofteach,https://www.facebook.com/cupofteach,,http://www.linkedin.com/company/2597764,,Entreprise
curioos,Curioos,"Curioos est une galerie d'art en ligne, une place de marché pour graphistes et illustrateurs.",,,,48.857441,2.39637,17 cité Aubry,75020,Paris,2011,http://www.curioos.com,,curioos,https://www.facebook.com/curioos.arts,,http://www.linkedin.com/company/486498,,Entreprise
curiouser,Curiouser,Curiouser est un laboratoire d'Intelligence Digitale qui facilite la prise de décision des entreprises et des marques sur Internet.,,,,48.8585765950005,2.373090687000456,27 rue du chemin vert 75001 Paris,,,2009,http://curiouser.fr/,guillemette@curiouser.fr,curiousers,,,,,Entreprise
cyanide,Cyanide,"Cyanide est un studio de développement de jeux vidéo qui a acquis sa notoriété grâce à des séries sportives comme Cycling Manager, Horse Racing Manager, Pro Rugby Manager, et des RPG et RTS comme Chaos League et Loki sur PC.",,,,48.89764,2.22151,5  boulevard des Bouvets,92000,Nanterre,2000,http://www.cyanide-studio.com,,CyanideStudio,https://www.facebook.com/cyanide.games,,http://www.linkedin.com/company/38647,,Entreprise
da-fact,Da Fact,Da Fact conçoit et développe une nouvelle lutherie électronique destinée au contrôle de logiciels multimédia temps réel.,,,,48.87896,2.36721,174 quai de Jemmapes,75010,Paris,2006,http://www.dafact.com,,da_fact,https://www.facebook.com/karlax.by.dafact,,,,Entreprise
dailymotion,Dailymotion,"Dailymotion propose un service d'hébergement, de partage et de visionnage de vidéos en ligne.",,,,48.885502,2.30689,140 boulevard Malesherbes,75017,Paris,2005,http://www.dailymotion.com,,Dailymotion,https://www.facebook.com/dailymotionFrance,,http://www.linkedin.com/company/24411,,Entreprise
dashlane,Dashlane,Dashlane est un service pour faciliter les achats et les réaliser rapidement sur différents supports numériques sans toucher à son clavier : gestion de mots de passe et portefeuille numérique.,,,,48.862381,2.3875,63 boulevard de Ménilmontant,75011,Paris,2009,http://www.dashlane.com,pierre.santamaria@dashlane.com,dashlane,https://www.facebook.com/GetDashlane,https://plus.google.com/112519055969179747026/,http://www.linkedin.com/company/2049626,,Entreprise
dassault-systèmes,Dassault Systèmes,"Dassault Systèmes, ""The 3D Experience Company"", offre aux entreprises et aux particuliers les univers virtuels nécessaires à la conception d'innovations durables.",,,,48.786091,2.21021,10 rue Marcel Dassault,78140,Velizy Villacoublay,1981,http://www.3ds.com,,Dassault3DS,https://www.facebook.com/DassaultSystemes,,http://www.linkedin.com/company/3896,,Entreprise
data-publica,Data Publica,"Data Publica vous procure les données, publiques ou privées, dont vous avez besoin pour votre activité ainsi que les outils génériques ou sur mesure pour les visualiser.",,,,48.872388,2.348372,47 rue d'Enghien,75010,Paris,2011,http://www.data-publica.com,,datapublica,https://www.facebook.com/DataPublica,,http://www.linkedin.com/company/1936055,,Entreprise
dataveyes,Dataveyes,Dataveyes raconte des histoires à partir de vos données sous la forme de visualisations interactives.,,,,48.89006,2.40316,24 rue du Pré Saint-Gervais,93500,Pantin,2010,http://www.dataveyes.com,,dataveyes,https://www.facebook.com/dataveyes,,http://www.linkedin.com/company/1576301,,Prestataire
davi,Davi,"Davi développe et propose des solutions de collaborateurs virtuels et d'assistants personnels, agents intelligents autonomes, pour accomplir un travail bien réel sur supports digitaux.",,,,48.88126,2.242142,19 rue Godefroy,92800,Puteaux,2000,http://www.davi.fr,,agentvirtuel,https://www.facebook.com/agentvirtuel,,,,Entreprise
daydreamer-studio,DayDreamer Studio,"DayDreamer Studio est spécialisé dans le game marketing, la communication à travers l’événementiel, les gadgets et la réalisation d'expériences vidéoludiques.",,,,48.80925,2.36479,11 rue Carnot,94270,Kremlin Bicêtre,2013,http://www.daydreamerstudio.fr,,DDreamer_S,https://www.facebook.com/DDreamer.Studio,https://plus.google.com/110422884673786418364,,,Prestataire
ddei,DDEI,"La Direction du Développement Economique et de l'Innovation de la Région Ile-de-France est chargée de mettre en œuvre la politique régionale de développement économique et d'innovation, notamment le soutien aux acteurs de l'économie numérique.",,,,48.8508,2.32389,142 rue du Bac,75007,Paris,,http://www.iledefrance.fr,,iledefrancefr,https://www.facebook.com/RegionIledeFrance,,,,Acteur public
declicmedia,Declicmedia,"Declicmedia opère des services web et mobile de création, personnalisation et d'impression de cartes et cadeaux.",,,,48.880211,2.28738,88 avenue des Ternes,75017,Paris,2005,http://www.declicmedia.com,,declicmedia,,,http://www.linkedin.com/company/1513964,,Entreprise
dee-be,dee&be,dee&bee est une société de haute technologie qui s'est donnée pour mission de libérer l'expérience télévisuelle.,,,,48.829127,2.356424,17 avenue d'Italie,75013,Paris,,http://www.deenbe.com,,,,https://plus.google.com/100706403747132149115,,,Entreprise
deezer,Deezer,Deezer est une plateforme de diffusion musicale sur le web et le mobile.,,,,48.878021,2.32842,12 rue d'Athènes,75009,Paris,2007,http://www.deezer.com,aca@deezer.com,DeezerFrance,https://www.facebook.com/deezer,https://plus.google.com/+deezer,http://www.linkedin.com/company/167231,,Entreprise
delimedia,Delimedia,Delimedia édite Delitoon un portail qui invente une nouvelle façon de lire la bande dessinée sur Internet.,,,,48.798187,2.401933,17 avenue de l'Insurrection,94400,Vitry sur Seine,2011,http://www.delitoon.com,,delitoon,https://www.facebook.com/delitoon,,http://www.linkedin.com/company/1188080,,Entreprise
delta-rm,Delta RM,"Solution d'aide à la décision innovante en matière de gestion des risques. Grâce à ses nombreux indicateurs externes et référentiels, elle facilite la mise en place d'une démarche durable d'identification, d'évaluation et de  réduction des risques.",,,,48.87004274800046,2.3480141820004405,43 rue de la lune,75002,Paris,2013,http://www.deltarm.com,chantal.carnel@deltarm.com,,,,http://www.linkedin.com/company/3329965?trk=tyah&trkInfo=tas%3Adelta%20rm,,Entreprise
dematis,Dematis,Dematis conçoit et propose des solutions de dématérialisation de marchés publics accessibles via internet.,,,,48.864311,2.3692,30 boulevard Voltaire,75011,Paris,2003,http://www.e-marchespublics.com,,Emarchespublics,https://www.facebook.com/pages/E-Marchespublicscom-Les-march%C3%A9s-publics-et-appels-doffres/406416302799881,,http://www.linkedin.com/company/1333467,,Entreprise
deuxio,deuxio,deuxio propose des solutions pour vous aider à améliorer votre référencement et votre visibilité sur internet. Vous n'êtes pas développeur et n'êtes pas du tout intéressé par la technique? faites appel à deuxio ;),,,,48.87870421400049,2.358504417000404,35 rue d'Alsace,75010 Paris,,2012,http://deux.io,brice@deux.io,deuxio,http://www.facebook.com/deuxio,https://plus.google.com/116955238211730213279/about,,,Prestataire
deveryware,Deveryware,Deveryware est un opérateur de géolocalisation spécialisé dans la fourniture et l’exploitation des données de localisation géographique à destination d’applications géo-dépendantes.,,,,48.87162,2.33486,5 rue du Helder,75009,Paris,2003,http://www.deveryware.com,,,https://www.facebook.com/pages/Deveryware/20560583432,,http://www.linkedin.com/company/753161,,Entreprise
devolia,Devolia,"Devolia est une agence conseil en communication digitale qui accompagne les entreprises et les institutions dans la conception, la réalisation et l’exploitation de dispositifs de communication multicanaux.",,,,48.85968,2.34888,21 boulevard de Sébastopol,75001,Paris,2005,http://www.devolia.fr,,Devolia,https://www.facebook.com/devolia,https://plus.google.com/117197872192037582999/,http://www.linkedin.com/company/1515138,,Entreprise
deways,Deways,Deways est une plateforme communautaire de location de voitures entre particuliers.,,,,48.88829,2.37567,12 rue Riquet,75019,Paris,2010,http://www.deways.com,,deways_fr,https://www.facebook.com/deways.fr,,http://www.linkedin.com/company/1420186,,Entreprise
didlist.net,Didlist.net,"Startup dans le domaine du web. ""Tout accomplissement mérite récompense"". Les marques ne sont plus les seules à profiter des réseaux sociaux, Didlist.net récompense ses membres pour le contenu qu'ils partagent sur les réseaux sociaux.",,,,48.87261892829001,2.3356246948242188,Avenue du colonel bonnet,,,2012,http://www.didlist.net,zaccherini.jeremy@gmail.Com,didlistnet,https://www.facebook.com/pages/Didlistnet/533746969997365,,,,Entreprise
dieter-hougan,Dieter Hougan,Dieter Hougan est une agence de création de vidéos dédiée aux startups.,,,,48.87261892829001,2.3356246948242188,46 rue Richer,75009,Paris,2013,http://www.dieter-hougan.com,hugo@dieter-hougan.com,,https://www.facebook.com/DieterHougan,,,,Prestataire
digibidi,DigiBiDi,DigiBiDi opère une plateforme qui permet la location ou l'achat en ligne de bandes dessinées sous forme numérique.,,,,48.862221,2.40008,199 rue des Pyrénées,75019,Paris,2008,http://www.digibidi.com,,digiBiDi,http://www.facebook.com/pages/digiBiDi/119469926475,,http://www.linkedin.com/company/2801329,,Entreprise
digikaa,Digikaa,Digikaa est un réseau social professionnel pour les talents du web et du mobile.,,,,48.893959,2.35278,110 rue des Poissonniers,75018,Paris,2011,http://www.digikaa.com,pauline@digikaa.com,digikaa,https://www.facebook.com/digikaa,,http://www.linkedin.com/company/2148136,,Entreprise
digital-immersion,Digital Immersion,"Digital Immersion est une agence d’imagerie virtuelle spécialisée dans la création et la diffusion de vidéos 360°, de photos panoramiques et de visites virtuelles pour le web et le mobile.",,,,48.83942,2.25769,114 rue Michel-Ange,75016,Paris,,http://www.digitalimmersion.com,,,,,,,Prestataire
digital-mammouth,Digital Mammouth,"Digital Mammouth est une agence de développement web spécialisée dans la conception et l'implémentation d'applications sociales et e-commerce avec un focus sur les méthodologies agiles, la qualité des interfaces et la haute performance.",,,,48.87685,2.3329,62 rue Saint-Lazare,75009,Paris,2010,http://www.digitalmammouth.com,,digitalmammouth,https://www.facebook.com/digitalmammouth,,,,Prestataire
digital-non-sense,Digital Non Sense,"Digital Non Sense est un hacklab libre orienté code, hack, reverse engineering, crypto et open source.",,,,48.889271,2.30514,123 rue de Tocqueville,75017,Paris,,http://www.digitalnonsense.org,,,,,,,Tiers-lieu
digital-simulation,Digital Simulation,"Digital Simulation fournit une solution, matérielle et logicielle, de géolocalisation augmentée.",,,,49.006569,2.03406,7 rue Denis Papin,95280,Jouy le Moutier,2010,http://www.digital-simulation.com,,DPRM_SAS,https://www.facebook.com/pages/DigitM/527113623992646,,http://www.linkedin.com/company/2844000,,Entreprise
digitalebox,DIGITALEBOX,"DigitaleBox est l'outil de campagne web pour les associations et ONG, les candidats et organisations politiques, les entreprises et administrations",,,,48.87261892829001,2.3356246948242188,20 rue Chartran,92200,Neuilly sur Seine,2013,http://digitalebox.fr/,vincent@digitalebox.fr,digitalebox,,,,,Entreprise
digitalkeys,Digitalkeys,Digitalkeys est une agence de communication digitale.,,,,48.864071,2.35502,78 rue Beaubourg,75003,Paris,2007,http://www.digitalkeys.fr,,,https://www.facebook.com/WLoveW,,http://www.linkedin.com/company/1345826,,Prestataire
digiworks,Digiworks,"Digiworks est une agence marketing de création interactive : advergame, socialgame, gamification.",,,,48.869598,2.35122,41 rue Beauregard,75002,Paris,2008,http://www.digiworks.fr,,DigiworksStudio,https://www.facebook.com/digiworksStudio,,http://www.linkedin.com/company/2084227,,Prestataire
diplomeo,Diplomeo,Diplomeo est un service d'orientation et de mise en relation entre les étudiants et les écoles d'enseignement supérieur.,,,,48.87043,2.34042,16 rue Saint-Marc,75002,Paris,2011,http://www.diplomeo.com,,diplomeo,https://www.facebook.com/diplomeo,,http://www.linkedin.com/company/2728356,,Entreprise
distribeo,Distribeo,Distribeo est spécialisée dans le marketing interactif et propose des applications mobiles de second écran pour la télévision.,,,,48.865749,2.39198,14 rue Soleillet,75020,Paris,2009,http://www.distribeo.com,,distribeo,https://www.facebook.com/Distribeo,,http://www.linkedin.com/company/562998,,Entreprise
dojo-buc,Dojo Buc,"Dojo Buc fait partie de Dojocréa, un réseau incubateur et accélérateur d'entreprise proposant des bureaux de coworking pas chers.",,,,48.763908,2.12404,584 rue Fourny,78530,Buc,2013,http://www.dojocrea.fr/dojo-buc/,,Dojocrea,,,,,Tiers-lieu
dojo-république,Dojo République,"Dojo République fait partie de Dojocréa, un réseau incubateur et accélérateur d'entreprise proposant des bureaux de coworking pas chers.",,,,48.866661,2.36337,24 rue Béranger,75003,Paris,2012,http://www.dojocrea.fr/dojo-republique/,,Dojocrea,,,,,Tiers-lieu
dojo-saint-martin,Dojo Saint Martin,"Dojo Saint Martin fait partie de Dojocréa, un réseau incubateur et accélérateur d'entreprise proposant des bureaux de coworking pas chers.",,,,48.868729,2.35726,41 boulevard Saint Martin,75003,Paris,2012,http://www.dojocrea.fr/dojo-st-martin/,,Dojocrea,,,,,Tiers-lieu
dojo-saint-maur,Dojo Saint Maur,"Dojo Saint Maur fait partie de Dojocréa, un réseau incubateur et accélérateur d'entreprise proposant des bureaux de coworking pas chers.",,,,48.86422,2.38001,77 avenue de la République,75011,Paris,2012,http://www.dojocrea.fr/dojo-st-maur/,,Dojocrea,,,,,Tiers-lieu
dojo-voltaire,Dojo Voltaire,"Dojo Voltaire fait partie de Dojocréa, un réseau incubateur et accélérateur d'entreprise proposant des bureaux de coworking pas chers.",,,,48.857449,2.38543,4 rue de la Vacquerie,75011,Paris,2012,http://www.dojocrea.fr/dojo-voltaire/,,Dojocrea,,,,,Tiers-lieu
dojoboost,Dojoboost,Dojoboost est un programme d'incubation et/ou d'acccélération pour startups proposé par Dojocrea.,,,,48.868729,2.35726,41 boulevard Saint Martin,75010,Paris,,http://www.dojoboost.com,,,,,,,Incubateur
dojocrea,Dojocrea,Dojocrea est incubateur privé qui propose plusieurs lieux de coworking et d'incubation/accélération pour les startups.,,,,48.866661,2.36337,24 rue Béranger,75003,Paris,,http://www.dojocrea.fr,,Dojocrea,https://www.facebook.com/DOJOCREA,,http://www.linkedin.com/company/dojocrea,,Incubateur
dontnod-entertainment,Dontnod Entertainment,Dontnod développe des jeux vidéo pour consoles HD à partir de concepts originaux et de technologies innovantes.,,,,48.892568,2.369415,140 rue d'aubervilliers,75019,Paris,,http://www.dont-nod.com,,DONTNOD_Ent,https://www.facebook.com/DONTNOD.Entertainment,,http://www.linkedin.com/company/1072046,,Entreprise
doranco-espace-multimédia,Doranco Espace Multimédia,Doranco Espace Multimedia est organisme de formation en informatique et multimédia et école supérieure des technologies créatives.,,,,48.852482,2.39901,10 rue Planchat,75020,Paris,1992,http://www.doranco.fr,,CentreDoranco,https://www.facebook.com/pages/Centre-Doranco-Espace-Multim%C3%A9dia/186910981344854,,http://www.linkedin.com/company/2057843,,École
dotemu,DotEmu,"DotEmu développe des technologies permettant d'adapter massivement et rapidement des anciens jeux vidéo et logiciels sur les plateformes modernes : Internet, PC, Mobiles.",,,,48.84967,2.38001,8 passage Brûlon,75012,Paris,2007,http://www.dotemu.com,,dotemu,https://www.facebook.com/dotemu,,http://www.linkedin.com/company/1278960,,Entreprise
dotgreen,Dotgreen,Dotgreen est une société de conseils et de services informatiques spécialisée dans le domaine du green IT et de la virtualisation.,,,,48.873451,2.32173,57 rue des Mathurins,75009,Paris,2008,http://www.dotgreen.fr,,,,,,,Entreprise
dprm,DPRM,"DPRM développe et propose DigitM , un outil pour gérer votre marketing digital et social.",,,,48.871109,2.393599,24 rue de l'Est,75020,Paris,2012,http://www.digitm.fr,,,https://www.facebook.com/pages/DigitM/527113623992646,,http://www.linkedin.com/company/dprm,,Entreprise
drivy,Drivy,Drivy (ex-Voiturelib) permet de louer des voitures entre particuliers.,,,,48.869789,2.36385,18 rue Yves Toudic,75010,Paris,2010,http://www.drivy.com,,drivy,https://www.facebook.com/pages/Drivy/373802739100,,http://www.linkedin.com/company/2009278,,Entreprise
drixe,Drixe,Drixe est une agence conseil en en communications digitales.,,,,48.85868,2.44043,51 avenue du Président Wilson,93100,Montreuil,2010,http://www.drixe.net,,drixe,https://www.facebook.com/drixe69,https://plus.google.com/115916426717344588499,http://www.linkedin.com/in/drixe,,Prestataire
dui,DUI,"Liée à 2 ministères, la Délégation aux Usages de l'Internet est chargée de diffuser les technologies de l’Internet auprès de l’ensemble des citoyens et d’accompagner les entreprises de l’Internet face aux mutations du réseau.",,,,48.847229,2.34855,1 rue Descartes,75005,Paris,2007,http://www.delegation.internet.gouv.fr,,netpublic,https://www.facebook.com/NetPublic,https://plus.google.com/101400531434532387710,,,Acteur public
dvidea,Dvidea,"Dvidea provides software solutions that help cinema exhibitors benefit from the flexibility of digital cinema.\\nDvidea solutions equip 1500 screens on 3 continents, suiting the needs of independant theaters as well as the world's largest cinema chain.",,,,48.825632413000505,2.383501196000452,15 rue jean-baptiste berlier,75013 paris,,2013,http://www.dvidea.com,wsully@dvidea.com,dvidea,https://www.facebook.com/DvideaOne,,http://www.linkedin.com/company/dvidea,,Entreprise
décideurs-tv,Décideurs TV,Décideurs TV est une Web TV pour les professionnels où les décideurs parlent aux décideurs.,,,,48.869671,2.34412,33 rue des Jeuneurs,75002,Paris,2007,http://www.decideurstv.com,,DECIDEURSTV,https://www.facebook.com/Decideurstv,,http://www.linkedin.com/company/1224936,,Entreprise
e-artsup,E-artsup,"E-artsup, école supérieure de la création numérique et du multimédia, vise à travers ses différentes filières à former des managers créatifs et passionnés.",,,,48.815399,2.36309,24 rue Pasteur,94270,Kremlin Bicêtre,2001,http://www.e-artsup.net,,Eartsup,https://www.facebook.com/eartsup,https://plus.google.com/117993560968128170083,http://www.linkedin.com/company/1975399,,École
e-loue,E-loue,"E-loue est une plateforme communautaire de location de tout type de bien (voiture, appartement, bricolage, jardinage, costume, etc.) entre particuliers.",,,,48.86132,2.36316,11 rue Debelleyme,75003,Paris,2009,http://www.e-loue.com,,eloue,https://www.facebook.com/location.eloue,,http://www.linkedin.com/company/1162469,,Entreprise
e-pli,e-PLI,e-PLI permet d'envoyer et recevoir des fichiers volumineux et des communications entre un téléphone mobile et un point d'accès Internet.,,,,48.87672,2.51851,6 rue Nicolas Becker,93250,Villemomble,2004,http://www.e-pli.net,,,,,,,Entreprise
easycoz,EasyCoz,EasyCoz est une plateforme internet type réseau social dont l'objet est de permettre aux acteurs du monde associatif de partager et d’interagir avec pour objectif de permettre aux ONGs de communiquer et de collecter des dons en ligne. www.easycoz.com,,,,48.83698555900048,2.309044441000424,47 rue de la Procession 75015 Paris,,,2013,http://www.easycoz.com,contact@easycoz.com,easycoz_dotcom,https://www.facebook.com/pages/Easycoz/469176946463906?ref=hl,https://plus.google.com/116952597384355706445/posts,http://www.linkedin.com/company/easycoz,http://www.viadeo.com/fr/company/easycoz,Entreprise
ebay,Ebay,eBay constitue la plus grande communauté d'achat et de vente de biens et de services en ligne.,,,,48.86834,2.34116,21 rue de la Banque,75002,Paris,1995,http://www.ebay.fr,,eBay,https://www.facebook.com/eBayFrance,https://plus.google.com/+eBay,http://www.linkedin.com/company/1481,,Entreprise
ece-paris,ECE Paris,ECE Paris est une école d'ingénieurs généraliste et hightech parce que les technologies numériques sont au cœur de la formation des élèves.,,,,48.852058,2.28582,37 quai de Grenelle,75015,Paris,1919,http://www.ece.fr,,ingenieursECE,https://www.facebook.com/ECE.Paris,,,,École
ecitv,ECITV,L'Ecole d'Internet et de Télévision (ECITV) a pour vocation de former des managers maîtrisant les aspects techniques d'Internet et de la Télévision.,,,,48.846069,2.38571,21 rue Erard,75012,Paris,2012,http://www.ecitv.fr,,,https://www.facebook.com/ECITV,,,,École
ecole-multimedia,Ecole Multimedia,"L'Ecole Multimedia forme aux métiers de l'Internet, de la communication interactive, du design interactif et de l'informatique multimédia.",,,,48.86343,2.35262,201 rue Saint Martin,75003,Paris,1998,http://www.ecole-multimedia.com,,ecolemultimedia,https://www.facebook.com/lecolemultimedia,https://plus.google.com/112539182774503460113,,,École
ectei-paris,ECTEI Paris,ECTEI Paris est une école d'informatique qui propose deux spécialités : Sécurité & Réseaux et Développement Web & Mobilité.,,,,48.854591,2.3255,53 rue de grenelle,75007,Paris,1991,http://www.ectei.fr,,ECTEI,https://www.facebook.com/ITPariseiffel,https://plus.google.com/112133921702655171526,,,École
edicit,Edicit,"Agence web conseil en rédaction web, communications et formations numériques créée en 2006 : rédaction web et SEO, production de contenus,  conseil et aide à la refonte de site, intégration et mise en forme...",,,,48.85701260500048,2.379462214000455,170,avenue Ledru-Rollin 75011 Paris,,2006,http://www.edicit.fr,contact@edicit.fr,,,https://plus.google.com/u/0/b/116822742603165358978/116822742603165358978/about,,,Prestataire
edupad,EduPad,Edupad édite des applications éducatives pour tablettes et mobiles.,,,,48.84967,2.38001,8 passage Brûlon,75012,Paris,2010,http://www.edupad.com,,itooch,https://www.facebook.com/iToochApps,https://plus.google.com/101193559907616876275,http://www.linkedin.com/company/1542619,,Entreprise
eeleo,eeleo,"eeleo offre des produits et services dans le domaine des télécommunications sans fil, notamment dans les applications à fortes contraintes en termes de consommation d'énergie.",,,,48.825661,2.3835,15 rue Jean-Baptiste Berlier,75013,Paris,2009,http://www.eeleo.com,,,,,http://www.linkedin.com/company/451007,,Entreprise
eemi,EEMI,"L'Ecole Européenne des Métiers de l'Internet propose un cursus sur-mesure pour former à ces métiers : web marketeur, développeur, intégrateur, community manager, web designer, chef de projet, etc.",,,,48.869508,2.341908,28 place de la Bourse,75002,Paris,2011,http://www.eemi.com,,EEMI75,https://www.facebook.com/eemi75,,,,École
efficom-paris,EFFICOM Paris,"EFFICOM Paris propose des formations dans ces domaines : Graphisme & Design, Audiovisuel, Informatique, Web.",,,,48.816668,2.309655,11 rue Camille Pelletan,92120,Montrouge,1988,http://www.efficom.fr,,EFFICOM,https://www.facebook.com/pages/Efficom-Campus-Paris/291693280871530,https://plus.google.com/106227280162989806178,,,École
eforsports,eForSports,eForSports est la première agence de services et conseil spécialisée en billetterie. Notre équipe d’experts guide et accompagne les organisateurs d’événements sportifs ou culturels dans la conception et le déploiement de leur stratégie billetterie.,,,,48.87261892829001,2.3356246948242188,110 rue des Poissonniers,75018,Paris,2011,http://www.eforsports.fr,ines.visinet@eforsports.com,eForSports,https://www.facebook.com/eForSports.community,,http://www.linkedin.com/company/eforsports,,Prestataire
efrei,EFREI,L'Ecole Française d'Electronique et d'Informatique est une école d'ingénieur en informatique et technologies du numérique.,,,,48.788502,2.36387,30 avenue de la République,94800,Villejuif,1957,http://www.efrei.fr,,EFREI_officiel,https://www.facebook.com/pages/EFREI/138311492856959,https://plus.google.com/105312636520781064121,http://www.linkedin.com/company/804961,,École
efrei-entrepreneurs,Efrei Entrepreneurs,"Efrei entrepreneurs propose, en parallèle de l’hébergement et de l’accompagnement, des sessions de formations animées par des professionnels de l’entreprise.",,,,48.790393,2.363734,33 impasse Victor Hugo,94800,Villejuif,,http://incubateur.efrei.fr,,,,,,,Incubateur
egonocast,Egonocast,Egonocast est un éditeur de logiciel pour services de TV interactive.,,,,48.825661,2.3835,15 rue Jean-Baptiste Berlier,75013,Paris,2009,http://www.egonocast.com,,,,,http://www.linkedin.com/company/3165497,,Entreprise
egreen,eGreen,"eGreen est un dispositif innovant, ludique, social et incitatif qui permet de suivre, de comprendre l’évolution de sa consommation énergétique et d’expérimenter des solutions pour la réduire.",,,,48.893959,2.35278,110 rue des Poissonniers,75018,Paris,2012,http://www.egreen.fr,,JJeGreen,https://www.facebook.com/page.egreen,https://plus.google.com/113505110657667760247,http://www.linkedin.com/company/2601805,,Entreprise
egylis,Egylis,"Egylis est un éditeur de services mobiles à valeur ajoutée pour les entreprises qui propose Move-On, une plateforme qui permet la création, la personnalisation et le déploiement de services mobiles aux équipes nécessitant un accès à l'information critique en temps réel. \\nIls sont centrés sur les problématiques de la relation client depuis la conquête de nouveaux clients sur le terrain, la consultation de contenu commerciale, le suivi des forces de vente et le support par les équipes de terrain.\\nDisponible A la Demande, la plateforme offre des services prêts à l'emploi et personnalisables sous quelques heures, des outils de reporting et des outils de communication multi-canaux.",,,,48.893959,2.35278,110 rue des Poissonniers,75018,Paris,2005,http://www.egylis.com,,,,,,,Entreprise
eion,eion,"eion™ Votre image, simplement -- eion™ Your image, simply",,,,48.87236488521714,2.3619961738586426,5 rue Legouvé,75010,Paris,2012,http://www.eion.it,eion.touch@gmail.com,eionit,https://www.facebook.com/pages/eion/104967259600134,,,,Entreprise
