Identifiant,Nom,Description,Tag 1,Tag 2,Tag 3,Latitude,Longitude,N° et nom de rue,CP,Ville,Année de création,Url site web,Email,Nom compte Twitter,Url page Facebook,Url page Google +,Url page Linkedin,Url page Viadeo,Catégorie
calliandra-networks,Calliandra Networks,Calliandra permet de produire la documentation d'un réseau en retro-ingénierie et garantit donc une analyse juste du réseau dans son ensemble.,,,,48.832914,2.3551273,10 rue Phiippe de Champagne,75013,Paris,2012,http://www.calliandra-networks.com,,,,,,,Entreprise
camineo,Camineo,Fourniture de solutions de création et de diffusion de contenus multimédias géolocalisés sur plateformes mobiles et service de formation associés.\nCréation de contenus éditoriaux et multimédias spécifiques et adaptés.,securite,,,43.5520921,1.4891697,"13, avenue de l'Europe",31520,Ramonville-Saint-Ange,2005,http://www.camineo.com,,,,,,,Entreprise
canberra,Canberra,Leader dans la conception d'instruments et de systèmes de mesure nucléaire et de radioprotection,securite,,,48.7766463,2.0306592,"1, rue des HéronsBois Mouton",78180,Montigny-Le-Bretonneux,1992,http://www.canberra.com,,,,,,,Entreprise
cap-decisif-management,Cap Decisif Management,Société de gestion spécialisée dans le capital-risque amont.,Investisseur,,,48.8736609,2.298841,21 bis rue Lord Byron,75008,Paris,2007,,,,,,,,Entreprise
cap2020,Cap2020,"L’activité de Cap 2020 se décline en trois domaines :\n- la Météo Agricole à la Parcelle® via le concept de Station Météo Virtuelle®,\n- la supervision des territoires agricoles,\n- la géostatistique et le datamining.",telecoms,,,48.3733107,2.3785882,"2, Allée du Chemin Neuf",91720,Gironville-Sur-Essonne,2007,http://www.cap2020.fr,,,,,,,Entreprise
captaindash,Captaindash,Our mission is to give superpowers to marketers by bringing Business Intelligence.,telecoms,,,48.8689783,2.3769395,"86, rue de la Fontaine au roi",75011,Paris,2009,http://captaindash.com/,,,,,,,Entreprise
cara-mel,Cara-Mel,"La société CARA-MEL a développé le progiciel Info-Dialog, première plateforme de travail collaboratif qui met au service des entreprises l’ensemble des outils de communication modernes pour stimuler et animer le travail en équipe",opensource,telecoms,,48.6929778,2.3832465,"5, rue Marguerite",91200,Athis-Mons,2009,http://www.cara-mel.fr/,,,,,,,Entreprise
cdc-entreprises,CDC Entreprises,,Investisseur,,,48.8610261,2.3069582,"137, rue de l'Université",75007,Paris,2000,,,,,,,,Entreprise
cea,CEA,"Le CEA est un organisme de recherche sur les énergies nucléaire et renouvelables, les technologies pour l'information et la santé, la défense et la sécurité.",securite,opensource,energie,48.8395591,2.2742689,25 rue Leblanc,75015,Paris,1945,,,,,,,,Entreprise
cedexis,Cedexis,Cedexis propose un système de supervision de la performance perçue par l'utilisateur final à une tour de contrôle décisionnelle capable d'aiguiller en temps-réel le trafic vers le meilleur prestataire en fonction des objectifs de l'éditeur de contenus.,,,,48.8141042,2.3439837,27 rue Raymond Lefebvre,94250,Gentilly,2010,http://www.cedexis.com/contact/,,,,,,,Entreprise
cedralis,Cedralis,Cedralis propose une offre globale unique en France alliant conseils de spécialistes en gestion de crise et solutions techniques performantes pour la diffusion d’alertes multimédia à destination du grand public et/ou de personnes ciblées.,securite,,,48.8853896,2.2499978,"Immeuble Litwin, 10 rue Jean Jaurès",92800,Puteaux,2002,http://www.cedralis.net,,,,,,,Entreprise
celeste,Celeste,CELESTE est fournisseur d'accès Internet haut débit et haute disponibilité pour les PME partout en France.,,,,48.852775,2.602651,"20 rue Albert Einstein, Cité Descartes",77420,Champs Sur Marne,2001,http://www.celeste.fr,,,,,,,Entreprise
checkphone-technologies,Checkphone Technologies,"CHECKPHONE TECHNOLOGIES édite la suite logicielle Expert Telecom Security System, ayant pour objectif de sécuriser les applications téléphoniques et d’intégrer la téléphonie dans la démarche globale de sécurité des entreprises. ",securite,telecoms,,48.868388,2.2271713,2-6 rue des Bourets,92150,Suresnes,2005,http://www.checkphone.com,,,,,,,Entreprise
ciele,Ciele,"Ciele Ingenierie étude et développement des systèmes électroniques et logiciels embarqués dans les domaines de l'automobile, de l'aéronautique, du ferroviaire, de la défense.",ocds,,,48.7626271,2.4682592,"135, Chemin des Bassins, Hameau B",94000,Creteil,2007,http://www.ciele.fr,,,,,,,Entreprise
cira,Cira,"Societe de Compression D'Images En Reseaux Et Applications. Editeur de waaves, technologie d'encodage d'images fixes pour applications professionnelles qui associe le respect de la qualité originale, la légèreté du fichier et la conservation de la résolution.",ocds,,,48.8861815,2.2263854,11 rue Charcot,92800,Puteaux,1998,http://www.waaves.com,,,,,,,Entreprise
cite-des-sciences-et-de-l-industrie,Cite des Sciences Et de l'Industrie,"La cité des sciences et de l'industrie est un établissement public de diffusion de la culture scientifique, technique et industrielle.",telecoms,,,48.895985,2.387059,30 avenue Corentin Cariou,75930,Paris,1985,http://www.cite-sciences.fr,,,,,,,Entreprise
citypassenger,Citypassenger,Editeur de solutions logicielles et matériels permettant le développement et l'intégration des applications et services à valeurs ajoutés pour les usagers nomades.,telecoms,,,48.6818889,2.1992216,"1 avenue de l'Atlantique, Les conquérants - BP 903",91976,Courtaboeuf Cedex,2001,http://www.citypassenger.com,,,,,,,Entreprise
civitec,Civitec,"Pro-SiVIC™, a platform for modelling and simulation of multi-frequency environment and multi-technology sensors.",transport,,,48.801408,2.130122,"25, Allée des Marronniers, Satory, Parc d'Activités",78000,Versailles,2008,http://www.civitec.com,,,,,,,Entreprise
clearsy,Clearsy,"spécification formelle pour l'ingénierie logicielle (spécification, conception, validation) - bureau d'ingénierie à valeur ajouté",ocds,,,43.4909759,5.3402506,320 avenue Archimede,13100,Aix-En-Provence,2001,http://www.clearsy.com,,,,,,,Entreprise
cliris,Cliris,CLIRIS apporte des réponses concrètes aux marques et réseaux de distribution sur le pilotage de leur performance magasin et la rentabilité de leurs opérations marketing et merchandising.,,,,48.8952798,2.248584,6 rue de Bitche,92400,Courbevoie,2006,,,,,,,,Entreprise
cloneo,Cloneo,CLONEO est une entreprise experte dans la mise à l'épreuve des systèmes de supervision.  Notre produit principal est la mise en oeuvre de plateformes virtuelles de contrôle commande.,,,,48.8260977,2.2730517,16 avenue Kléber,92130,Issy-Les-Moulineaux,2011,,,,,,,,Entreprise
cm-cic-capital-innovation,Cm-Cic Capital Innovation,CM-CIC Capital Innovation accélère le développement de vos innovations.,Investisseur,,,45.7620905,4.8369882,"Espace Cordeliers, 2, rue Président Carnot",69293,Lyon Cedex 03,1988,http://www.cmcic-capitalfinance.com/fr/index.html,,,,,,,Entreprise
cnam-cedric,Cnam - Cedric,"CEDRIC regroupe l’ensemble des activités de recherche en informatique, mathématiques appliquées et électronique menées au Cnam.",securite,opensource,ocds,48.867035,2.3546669,"292, rue Saint Martin, Cedex 03",75141,Paris,1983,http://cedric.cnam.fr,,,,,,,Entreprise
cnrs,CNRS,"Evaluer, éffectuer ou faire effectuer toutes recherches présentant un intérêt pour l’avancement de la science ainsi que pour le progrès économique, social et culturel de la France.",,,,48.8476446,2.2640067,3 rue Michel Ange,75116,Paris Cedex 16,2009,,,,,,,,Entreprise
comsis,Comsis,Développement d’un circuit intégré bande de base 802.11n.Réalisation d’une carte d’évaluation MIMO (Radio Fréquence +Bande de Base) 802.11n disponible en Q407. ,transport,telecoms,,48.8306397,2.3367387,3 rue Broussais,75014,Paris,1995,http://www.comsis.fr,,,,,,,Entreprise
concept-ensea,Concept Ensea,"l'ENSEA prépare aux carrières dans les secteurs de l'électronique, l'informatique, l'automatique et des télécommunications.",ocds,telecoms,,49.0390238,2.0713195,"6, avenue du Ponceau",95014,Cergy,1999,http://www.ensea.fr,,,,,,,Entreprise
continental-automotive-france,Continental Automotive France,Continental starts production of high-performance injector to boost gasoline engine efficiency.,transport,ocds,,43.604652,1.444209,"1, avenue Paul Ourliac, BP 83649 Cedex 1",31036,Toulouse,1981,http://www.conti-online.com,,,,,,,Entreprise
core-techs,Core-Techs,Core-Techs est un  :\n- Editeur d’une solution de Gestion Documentaire Open Source : Quotero\n- Intégrateur de solutions Open Source,opensource,,,48.8887944,2.3933609,"218, avenue Jean Jaurès",75019,Paris,2005,,,,,,,,Entreprise
corys-t.e.s.s,Corys T.E.S.S,"La simulation permet de normaliser les cursus de formation, de reproduire des situations critiques, de vérifier la bonne application de procédures. ",energie,,,45.2015641,5.7056157,44 rue des Berges,38000,Grenoble,1997,http://www.corys.fr/,,,,,,,Entreprise
cosytec,Cosytec,"COSYTEC offre des solutions logicielles sous forme de produits et de services, fondées sur la technologie de Programmation Par Contraintes pour résoudre des problèmes de gestion optimale de ressources humaines, matérielles et de temps.",,,,48.710134,2.1756602,"Parc Orsay Université, 4 rue Jean Rostand",91893,Orsay,1990,http://www.cosytec.fr,,,,,,,Entreprise
cozy-cloud,Cozy Cloud,"Cozy développe un serveur de cloud personnel, aussi simple à utiliser qu’un smartphone pour l’utilisateur, et sans contraintes forte pour le développeur.",,,,48.8793424,2.2362075,158 rue de Verdun,92800,Puteaux,2012,https://cozycloud.cc,,,,,,,Entreprise
cristaldata,Cristaldata,"Cristaldata est une société de produits et services informatiques spécialisée dans le développement, la réalisation de site web et d'extranet, le conseil et la gestion de projets.",securite,,,48.7007822,2.0690026,"Domaine St Paul, Bât 13, route de Limours",78470,Saint-Remy-Les-Chevreuse,2004,,,,,,,,Entreprise
cryptoexperts,Cryptoexperts,"Expertise avancée en cryptographie, couvrant un très large spectre de savoir-faire à la fois en analyse et conception de solutions.",securite,,,48.8481539,2.4027588,37 Cours de Vincennes,75020,Paris,2008,http://www.cryptoexperts.com,,,,,,,Entreprise
cryptolog-international,Cryptolog International,"CRYPTOLOG est un éditeur de logiciels spécialisé dans la gestion des identités numériques. Créée en 2001, CRYPTOLOG dispose désormais d'une suite logicielle complète permettant de gérer toute la durée de vie des certificats numériques (émission, stockage,",securite,,,48.8540202,2.3801732,6-8 rue Basfroi,75011,Paris,2002,http://www.cryptolog.com,,,,,,,Entreprise
cs,CS,"Concevoir, intégrer, exploiter des applications, des systèmes et des infrastructures critiques, CS met au service de ses clients les technologies les plus innovantes pour construire des solutions globales de haute performance.",securite,opensource,ocds,48.7741849,2.2448049,"22, avenue Galilée",92350,Le-Plessis-Robinson,1993,http://www.c-s.fr,,,,,,,Entreprise
cstb,Cstb,"Le CSTB structure les travaux de modélisation en utilisant de plates-formes d’intégration et de solveurs existants, Open Source en mettant en oeuvre les couplages mutli-physiques et multi-échelles.",ocds,,,48.8551049,2.5942282,"84, avenue Jean Jaurès, Champs sur Marne Cedex 2",77447,Marne-La-Vallee,1973,http://www.cstb.fr,,,,,,,Entreprise
cybeletech,Cybeletech,Technologies Numériques pour l'Agriculture et la Sylviculture.,ocds,,,48.597330186931025,2.201235294342041,"Campus Teratec, 2 rue de la Piquetterie",91680,Bruyères de Châtel,2011,http://www.cybeletech.com,,,,,,,Entreprise
daf-conseil,DAF Conseil,Le partenaire privilégié des acteurs de la RÉPARATION AUTOMOBILE,transport,,,48.612707,2.376663,"Zi La Marinière - 6 rue Bernard Palissy,Immeube Motet - Lot A",91070,Bondoufle,2006,http://www.dafconseil.com/,,,,,,,Entreprise
dassault-aviation,Dassault Aviation,Un des acteurs majeurs de l’industrie aéronautique mondiale.,,,,48.859183,2.2227424,"78, quai Marcel Dassault, Cedex 300",92552,Saint-Cloud,1970,http://www.dassault-aviation.com,,,,,,,Entreprise
data-publica,Data Publica,Data Publica a mis en place une plateforme unique par sa technologie et ses fonctionnalités. Il s’agit à la fois d’un annuaire référençant les données publiques françaises (en service aujourd’hui) et d’un portail de vente des données,opensource,,,48.8873353,2.3137566,8 rue Jouffroy D'Abbans,75017,Paris,2010,http://www.data-publica.com/,,,,,,,Entreprise
dataiku,Dataiku,"Dataiku provides an integrated platform with statistics, machine learning and visualization capabilities that can host your data project, whether small or big.",opensource,,,48.856932,2.3743614,39 rue Sedaine,75011,Paris,2013,http://www.dataiku.com,,,,,,,Entreprise
datakit,Datakit,Datakit est un éditeur de logiciels et de librairies de conversion de fichier 3D et 2D.,ocds,,,48.6260067,2.4235663,307 Square des Champs Elysées,91026,Evry,1996,http://www.datakit.com/fr/,,,,,,,Entreprise
deductions,Deductions,Conseil en systèmes et logiciels informatiques,opensource,,,48.8430174,2.3209283,27 avenue du Maine,75015,Paris,2010,,,,,,,,Entreprise
degetel,Degetel,"Degetel est une entreprise française spécialiste du conseil en solutions innovantes et digitales : conseil et ingénierie des système d'information, et conseil métier sur l’infrastructure, les réseaux telecom et la finance de marché[",telecoms,,,48.8324955,2.2392489,46 avenue du General Leclerc,92100,Boulogne-Billancourt,1999,http://www.degetel.com/,,,,,,,Entreprise
delphi,Delphi,,transport,,,48.9757881,2.5009672,"64 avenue de La Plaine de France, Tremblay En France, B.P. 60059 Cedex",95972,Roissy-Charles-De-Gaulle,2001,http://www.delphi.com,,,,,,,Entreprise
deltacad,Deltacad,DeltaCAD conçoit et édite des applications pour le secteur PLM/CAO et simulation (CAE).DeltaCAD propose une offre de services globale pour la réalisation d'applications sur mesure et pour les travaux de type TMA/MCO.,transport,ocds,,49.417816,2.826145,"Parc Techno  Rives de l'Oise, BP 50149",60201,Compiegne,1994,http://www.deltacad.fr,,,,,,,Entreprise
deveryware,Deveryware,Géolocalisation,securite,telecoms,,48.8745277,2.3352316,43 rue Taitbout,75009,Paris,2003,http://www.deveryware.com,,,,,,,Entreprise
devoteam,Devoteam,,telecoms,,,48.891781,2.2853255,73 rue Anatole France,92300,Levallois-Perret,1995,,,,,,,,Entreprise
dhcom,Dhcom,,securite,,,48.7532425,2.3276327,2-4 avenue de la Cerisaie,94260,Fresnes,1988,,,,,,,,Entreprise
diag21,Diag21,"Vocation internationale, est dédiée à l’optimisation de la testabilité, du diagnostic et du pronostic des systèmes complexes dans les domaines aéronautique, spatial, terrestre, automobile, ferroviaire et marin",ocds,,,48.8263857,2.3464573,Association Diag21 Telecom Paristech - 46 rue Barrault,75634,Paris Cedex 13,2009,,,,,,,,Entreprise
diconex,Diconex,fabrication de composants hyperfréquence,telecoms,,,49.008628,2.303938,12 avenue des CuresZI,95580,Andilly,1988,http://www.diconex.fr,,,,,,,Entreprise
dictao,Dictao,"Architecte et bâtisseur de systèmes de confiance, Dictao s’est spécialisé sur les problématiques techniques liées à la sécurité des systèmes d’informations et à la dématérialisation des flux.",securite,,,48.8763556,2.2837539,"152, avenue de Malakoff",75116,Paris,1994,http://www.dictao.com,,,,,,,Entreprise
digiteo,Digiteo,"Digiteo compte 12 membres fondateurs et associés (CEA, CNRS, Ecole Centrale Paris, Ecole Polytechnique, ENS Cachan, ENSTA ParisTech, Institut Mines-Telecom, Inria, Mines ParisTech, Supélec, Université Paris-Sud, Université de Versailles-St- Quentin).",ocds,,,48.7130758,2.1463247,Espace Technologique- Immeuble Discovery - route de l’Orme des Merisiers - RD 128,91190,Saint-Aubin,2007,http://www.digiteo.fr,,,,,,,Entreprise
direct-energie,Direct Energie,Direct Energie investit dans tous les maillons de la chaîne énergie depuis la production à la fourniture en passant par la distribution d'électricité et de gaz.,energie,,,48.8331127,2.2772428,2 B rue Louis Armand,75015,Paris,2003,http://groupe.direct-energie.com/,,,,,,,Entreprise
discinnet-labs,Discinnet Labs,DISCINNET LABS conçoit et développe une plateforme web2.0 internationale de représentation collaborative des projets de recherche dans le monde.,,,,48.8457637,2.2359963,5 rue de l'Eglise,92100,Boulogne-Billancourt,2008,http://www.discinnet.org,,,,,,,Entreprise
distene,Distene,Distene a pour mission de développer et proposer les meilleures compétences et technologies dans le domaine du pré-traitement et du post-traitement scientifiques.,ocds,,,48.5975098,2.2000681,"Zone Teratec, 2 Chemin de la Piquetterie",91680,Bruyères-Le-Châtel,2004,http://www.distene.com/fr,,,,,,,Entreprise
dosisoft,Dosisoft,"DOSIsoft est une société française, Spin-off de l’IGR et de l’Institut Curie;  spécialisée dans • Le transfert technologique de la recherche • Le développement, la commercialisation, le  support et l’innovation d’applications logicielles, modulaires et complètes, dédiées à l’oncologie.",ocds,,,48.7986244,2.3265817,45 avenue Carnot,94230,Cachan,2003,http://www.dosisoft.com,,,,,,,Entreprise
dotvision,Dotvision,"DotVision développe des briques technologiques, logiciels et solutions innovantes, ouvertes et évolutives dans les domaines de l’Internet des Objets, de la gestion intelligente de l’énergie, de la géolocalisation et des réseaux sociaux.",securite,energie,telecoms,48.617318,2.543222,4 allée du Trait d'Union,77720,Lieusaint,2000,http://www.dotvision.com,,,,,,,Entreprise
douaisienne-de-basse-tension,Douaisienne de Basse Tension,"Les métiers de DBT: La mesure électrique, le contrôle d’accès et la distribution d’énergie.",ocds,,,50.334763,3.0242743,Parc Horizon 2000,62117,Brebieres,1990,http://www.dbt.fr,,,,,,,Entreprise
dps,DPS,Digital Product Simulation est reconnue pour son savoir-faire dans l’intégration de l’analyse et de la simulation dans le processus de conception des produits industriels.,ocds,,,48.878426,2.142746,"2-4 rue Hans List, Espace Claude Monnet",78290,Croissy-Sur-Seine,1997,http://www.dps-fr.com,,,,,,,Entreprise
draka-comteq-france,Draka Comteq France,Equipements pour réseaux telecoms,telecoms,,,48.932462,2.2336168,9 avenue du Marais,95100,Argenteuil,1994,http://www.drakacomteq.com,,,,,,,Entreprise
dxo-silicon-group,Dxo Silicon Group,DxO Labs offre des produits et des solutions garantes d'excellence en matière d’imagerie numérique.,ocds,,,48.8243788,2.244428,3 rue Nationale,92100,Boulogne-Billancourt,2004,http://www.dxo.com,,,,,,,Entreprise
e-blink,E-Blink,E-Blink développe des solutions technologiques visant à faciliter le déploiement des réseaux cellulaires.,telecoms,,,48.6789436,2.5302588,3-5 rue Marcel Pagnol,91800,Boussy-Saint-Antoine,2005,http://www.e-blink.fr,,,,,,,Entreprise
eads,EADS,,,,,48.8532515,2.2626905,37 boulevard De Montmorency,75016,Paris,1987,,,,,,,,Entreprise
easter-eggs,Easter Eggs,,,,,48.8362094,2.3195146,44-46 rue de l'Ouest,75014,Paris,1997,http://www.easter-eggs.com,,,,,,,Entreprise
ece,Ece,,telecoms,,,48.8545252,2.3255839,"53, rue de Grenelle",75007,Paris,2002,http://www.ece.fr,,,,,,,Entreprise
ecogelec,Ecogelec,"Bureau d’études en génie électrique et électronique, dimensionnement et installation de production d’électricité renouvelable d’origine solaire photovoltaïque et petit éolien.",,,,45.655181,2.27057,Etang de Coudert-les Bartaneix,19290,Saint Remy,2009,http://www.ecogelec.com,,,,,,,Entreprise
ecole-centrale-lyon,Ecole Centrale Lyon,,ocds,,,45.782627,4.7662635,"36, avenue Guy de Collongue, Cedex",69134,Ecully,1966,http://ltds.ec-lyon.fr,,,,,,,Entreprise
ecole-centrale-nantes,Ecole Centrale Nantes,,transport,,,47.218371,-1.553621,"1, rue de La Noë, BP 92101",44321,Nantes,1949,http://www.irccyn.ec-nantes.fr,,,,,,,Entreprise
ecole-centrale-paris,Ecole Centrale Paris,,energie,opensource,telecoms,48.7660089,2.2864571,Grande Voie des Vignes Cedex,92295,Chatenay-Malabry,2009,http://www.mas.ecp.fr,,,,,,,Entreprise
ecole-polytechnique,Ecole Polytechnique,,transport,ocds,telecoms,48.7142971,2.2112917,"Ecole Polytechnique, route de Saclay",91128,Palaiseau Cedex,1976,,,,,,,,Entreprise
ecosense,Ecosense,Fournisseur de services numériques d'efficacité énergétique : réaliser des outils numériques d'analyse et de contrôle de consommation énergétique dans les logements ou bâtiment pour un meilleur confort et un moindre impact économique et écologique.,energie,,,48.8586371,2.3731009,27 rue du Chemin Vert,75011,Paris,2012,http://signup.ecosense.fr/,,,,,,,Entreprise
ecosys-group-holding-sas,Ecosys Group Holding Sas,Accélérateur de croissance pour les entreprises éco-innovantes,,,,48.8569724,2.3193924,103 rue de Grenelle,75007,Paris,2010,http://www.ecosysgroup.com/,,,,,,,Entreprise
edf,EDF,Distribution d'electricité,energie,,,48.876212,2.2971005,22 avenue de Wagram,75382,Paris Cedex 08,1955,http://www.edf.fr,,,,,,,Entreprise
edf-commerce,EDF Commerce,,,,,48.8911091,2.2414007,Tour EDF- 20 place de la Défense,92050,Paris,#NUM!,,,,,,,,Entreprise
eeleo,Eeleo,"EELEO offre des produits et services dans le domaine des télécommunications sans fil, notamment dans les applications à fortes contraintes en termes de consommation d'énergie. ",,,,48.8353975,2.285341,75 rue Vasco de Gama,75015,Paris,2009,http://www.eeleo.com,,,,,,,Entreprise
efectis,Efectis,"Efectis is the European leader in fire science, engineering, tests, inspection and certification and gathers all the fire safety competences and experiences in testing and modelling in France, the Netherlands, Spain, Turkey and many other countries.",ocds,,,49.34850415,2.41317386944978,"Route de l'Orme, Bâtiment Apollo",91193,Saint-Aubin,2006,http://www.efectis.com/fr,,,,,,,Entreprise
egide,Egide,"Egide conçoit, produit et vend des composants d'encapsulation hermétique (boîtiers) servant à la protection et à l'interconnexion de plusieurs types de puces électroniques ou photoniques. Ces boîtiers ont pour mission d'assurer l'invulnérabilité de systèmes électroniques intégrés ou de puces complexes, sensibles aux environnements thermiques et atmosphériques difficiles.",telecoms,,,48.776731,2.001844,"2 rue Rene Descartes, P.A. de Pissaloup",78190,Trappes,1986,http://www.egide.fr,,,,,,,Entreprise
egidium-technologies,Egidium Technologies,"Egidium Technologies est une startup française qui développe et commercialise un progiciel intégré et modulaire, révolutionnant la gestion de la sécurité au sein des centres de décision de tous les types de sites sensibles.",securite,,,48.6962109,2.1946309,86 rue de Paris,91400,Orsay,2008,http://www.egidium-technologies.com/,,,,,,,Entreprise
egylis,Egylis,"Egylis conçoit, développe et commercialise des services mobiles à valeur ajoutée pour les entreprises. Ils comportent des applications sur terminaux mobiles reliés à Internet en haut débit à une plateforme de service hébergée par Egylis.",telecoms,,,48.8940415,2.3539273,"Bât Paris Innovation Nord Express, 46 voie CI 18",75892,Paris Cedex 18,2006,http://www.egylis.com,,,,,,,Entreprise
eiris-conseil,Eiris Conseil,Conseil et formation en ingénierie des systèmes complexes.,ocds,,,48.7691408,2.1635485,6 Allée des Platanes,78350,Jouy-En-Josas,2004,http://www.eiris.fr,,,,,,,Entreprise
eisti,EISTI,L'EISTI (Etablissement d'Enseignement Supérieur Technique Privé) est une Grande Ecole d'ingénieurs en informatique.,opensource,,,49.032637,2.0738614,2 avenue du Parc,95000,Cergy,1983,http://www.eisti.fr,,,,,,,Entreprise
elapse,Elapse,Éditeur de logiciels spécialisés dans les systèmes d'information du MCO (Maintient en Condition Opérationnel). Logiciels spécialisés dans la gestion de parc d'aéronefs.,ocds,,,48.7660728,2.0556162,20 rue Jean Bart,78960,Voisins-Le-Bretonneux,1998,http://www.elapse.fr,,,,,,,Entreprise
eliadis,Eliadis,"Société de conseil, d’ingénierie et d’édition de logiciel collaboratif",,,,48.8879002,2.1686074,"Immeuble Atria, 21 avenue Edouard Belin",92500,Rueil-Malmaison,2001,http://www.eliadis.com/,,,,,,,Entreprise
elm-leblanc,Elm Leblanc,Des technologies performantes pour réduire la consommation d'énergie en préservant l'environnement,energie,,,48.9160121,2.4247605,124 rue de Stalingrad,93711,Drancy,1954,http://www.elmleblanc.fr/,,,,,,,Entreprise
elvia-pcb,Elvia PCB,,telecoms,,,49.047808,-1.4452609,avenue D'Ochsenfurt Cedex,50211,Coutances,1992,,,,,,,,Entreprise
emitech,Emitech,"Spécialiste des tests en environnement (CEM, sécurité électrique, radio, climatique, mécanique, fiabilité et acoustique) : - Laboratoire d'essais - Centre d'ingénierie - Organisme de formation",ocds,,,48.7766463,2.0306592,"3, rue Les Coudriers, Cap 78 ZA de l'Observatoire",78180,Montigny-Le-Bretonneux,1989,http://www.emitech.fr,,,,,,,Entreprise
energisme,Energisme,ENERGISME surveille les consommations d’énergie de vos bâtiments.Un tableau de bord disponible 24/7 sur Internet vous permet de suivre l’énergie consommée dans chaque bâtiment.\n,energie,,,48.7015105,2.101799,2 route de la Noue,91190,Gif-Sur-Yvette,2004,http://energisme.com/fr/accueil,,,,,,,Entreprise
energygood,Energygood,"Eg intervient dans le domaine des smart-homes et smart-grids. EnergyGood est un objet communicant qui permet de réduire sa facture énergétique, son empreinte environnementale et de faire un geste pour la planète.",,,,48.8586371,2.3731009,"27, rue du Chemin Vert",75011,Paris,2012,http://www.energygood.fr/,,,,,,,Entreprise
enginsoft,Enginsoft,EnginSoft France s'appuie sur l'expertise dans le domaine de l'optimisation de ses ingénieurs et de son réseau de partenaires pour fournir une assistance technique à ses clients à chaque phase de leurs projets.,ocds,,,48.8313938,2.2361007,"88, avenue du Général Leclerc",92100,Boulogne-Billancourt,2006,http://www.enginsoft-fr.com,,,,,,,Entreprise
enovance,Enovance,,opensource,,,48.8750819,2.3401718,10 rue de la Victoire,75009,Paris,2008,,,,,,,,Entreprise
ens-cachan,ENS Cachan,,securite,opensource,ocds,48.7891043,2.325316,"61, avenue  du President Wilson Cedex",94230,Cachan,1983,http://www.cmla.ens-cachan.fr,,,,,,,Entreprise
ensta,ENSTA,,opensource,ocds,telecoms,48.8342821,2.2835648,"32, boulevard Victor Cedex 15",75739,Paris,1994,http://uei.ensta.fr/fr/index.html,,,,,,,Entreprise
entr-ouvert,Entr'Ouvert,Entr'ouvert est une société de service en opensource dont l'activité commerciale s'est construite autour de solutions d'E-administration et de consultation en ligne.,securite,,,48.8362094,2.3195146,"44-46, rue de L Ouest",75014,Paris,2002,http://www.entrouvert.com,,,,,,,Entreprise
eos-innovation,EOS Innovation,EOS Innovation crée et commercialise des robots mobiles évolutifs et modulaires dans le domaine de la robotique de service. Notre première offre est le robot e-one qui est une solution de surveillance et d’accueil pour les professionnels.,securite,ocds,,48.629828,2.441782,"7 rue Montespan ""Le Magellan""",91024,Evry,2010,http://www.eos-innovation.eu,,,,,,,Entreprise
epita,Epita,,opensource,,,48.8156944,2.3628329,"14-16, rue Voltaire Cedex",94276,Le-Kremlin-Bîcetre,1984,http://www.3ie.fr,,,,,,,Entreprise
ercom,ERCOM,"ERCOM, leader dans la conception et la fabrication de solutions innovantes destinées au test, à la mesure et à la sécurisation des réseaux de télécommunication (validation des systèmes de réseaux 4G et solutions de communication sécurisées).",securite,,,48.7824778,2.2156632,6 rue Dewoitine,78140,Velizy-Villacoublay,1986,http://www.ercom.fr,,,,,,,Entreprise
ericsson,Ericsson,,energie,telecoms,,48.719372,2.265238,6-8 rue Ampère,91348,Massy,2005,,,,,,,,Entreprise
ermes,ERMES,Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels,,,,48.741829,2.053208,"1, rue Salvador Allende ZA Gomberville",78114,Magny-Les-Hameaux,1981,,,,,,,,Entreprise
erte,ERTE,"R&D, études, conception, ingénierie, industrialisation de produits et systèmes électroniques ou optiques.",securite,,,48.73668,2.180034,"14, rue de La Truie Qui File Zone Près des Basques",91400,Saclay,1985,http://www.bowen-industries.com,,,,,,,Entreprise
esg-automotive-france-sas,ESG Automotive France Sas,"La compétence clé d'ESG France réside dans la conception, le développement, l'intégration, et l'exploitation des systèmes électroniques et logiciels embarqués complexes.",transport,,,47.4093752,0.6612942,"153, boulevard Anatole France Centre Paris Pleyel",93521,Saint-Denis Cedex,1998,http://www.esg-group.fr,,,,,,,Entreprise
esi-group,ESI Group,"Éditeur de progiciels d'essais virtuels, ESI GROUP est pionnier et principal acteur mondial de la simulation numérique des prototypes et procédés de fabrication industriels, avec prise en compte réaliste de la physique des matériaux.",opensource,ocds,,48.8499127,2.3026349,100 avenue de Suffren BP 80112,75015,Paris Cedex,1991,http://www.esi-group.com,,,,,,,Entreprise
esiee-paris,ESIEE Paris,,telecoms,,,48.8314735,2.5664151,Cité Descartes Bp99,93162,Noisy-Le-Grand Cedex,1987,,,,,,,,Entreprise
esii,ESII,"ESII développe et commercialise la technologie, les solutions et les services permettant de répondre aux demandes de plus en plus évoluées du marché de la gestion d'accueil.",telecoms,,,43.584644,3.80436,"2, rue de La Prade Z.I. Sud",34880,Laverune,1988,http://www.esii.com,,,,,,,Entreprise
